question,intent
Does missed period after taking Z pack mean pregnancy?,general_info
Will giving Budecort and Montelukast to a child cause any side-effects?,general_info
Will I get rabies infection years after dog bite?,general_info
Having white discharge and bleeding after unsafe sex. What does it indicate?,symptoms
My 4 month baby has not passed stools. Please help.,general_info
I am weak and slim. Help me gain weight.,general_info
How to handle an alcoholic person?,general_info
What can be done for eye swelling due to trauma in a person with pigment dispersion syndrome?,general_info
Is it possible for a HIV patient to lead a normal life without transmitting the infection?,general_info
What is the reason for losing interest in studies?,general_info
I have been facing excessive sleeping. Why?,general_info
I am feeling low and have fear of gaining weight. Please help.,general_info
"Kindly suggest the best medicine for depression, anxiety, and lack of confidence.",medication
Why is there a gap between teeth after cap placement?,general_info
What treatment can be done for cold with swollen nose?,general_info
How do I increase my breast size?,general_info
What precaution should I take for 14 days water only fasting?,general_info
Can I terminate my pregnancy if result comes positive for Down's syndrome?,general_info
I have itchy red rashes that wrinkled after applying moisturizer. Please help.,symptoms
Suffering from dust allergy and coughing green mucus. Does it mean infection?,symptoms
What can be done for midgut malrotation in a newborn?,general_info
Is there any way to treat dry eyes with burning sensation?,general_info
What are the ways to control hair fall?,general_info
What is causing three seizures in a day after delivery?,general_info
I am 16 weeks pregnant with low lying placenta. Can I travel for work?,general_info
"How can painful, red and swollen penis head be cured?",symptoms
Does a pancreatic growth with nephrotic syndrome indicate malignancy?,general_info
What are the chances of getting internal bleeding with Excedrin and Citalopram?,symptoms
What is the treatment for migraine with nausea and vomiting?,symptoms
I would like to know the safety of Adderall for ADHD during pregnancy?,general_info
What are the ways to manage the symptoms of bipolar disorder?,symptoms
Does a flat brown spot with flaky edges indicate melanoma?,general_info
What are the ways to increase iron absorption?,general_info
Why is there a sinus tract in abdomen after cesarean?,general_info
What causes cold sores and rashes on the lining of my lips during periods?,symptoms
What are the chances of getting infection during wound healing in a diabetic?,general_info
How can otosclerosis be treated?,general_info
I have irritation type of headache due to prolonged lying in quarantine period. Please help.,symptoms
Is it normal for a newborn to have constant hiccups soon after burping?,general_info
Can shoulder joint pain indicate the recurrence of Still's disease?,symptoms
What does my TMT test for chest pain indicate?,emergency
Why people drink more water in chronic mercury poisoning?,general_info
How to decrease bedwetting in a 9 year old child?,general_info
I get excruciating pain while walking due to an injury. Please help.,symptoms
"Please let me know, is there any health issue in my routine health checkup.",general_info
Is there a way to effectively reduce elevated cortisol?,general_info
How can eosinophilia be treated ?,general_info
What are the symptoms of Zoon's balanitis?,symptoms
What causes blocked nose with hoarse voice?,general_info
"Often, I stop and think for a while during conversation. Why?",general_info
What causes eye redness and swollen cornea?,general_info
How can numbness and burning at the base of the neck with shooting pains be treated?,symptoms
Why does my tonsil look like a white build up with veins on it?,general_info
Is my toothache during root canal treatment due to calcium hydroxide allergy?,symptoms
What does posterior disc bulge at L4 to L5 intending thecal sac in spine scan indicate?,general_info
What does hyperintense focus subcortical white matter of right frontal lobe in MRI mean?,general_info
How can I cure painful white blister around the extraction site?,symptoms
What causes two different colors of eyelashes and hair?,general_info
What is causing burning pain in calves after exercising?,symptoms
Is it advisable to use Methamphetamine by a cancer patient while on treatment?,general_info
What does my PSV value of 0. 79 MoM indicate?,general_info
What is the reason for shoulder and arm pain?,symptoms
Is scoliosis a life-threatening one?,general_info
Why am I gaining weight steadily?,general_info
Is it normal to not get periods even after 16 years of age?,general_info
What has caused redness and tenderness in nipple with a bump under skin?,general_info
Do I need to worry about my neutrophil and lymphocyte count?,general_info
How can pain in the back of chest with poor bowel movements be cured?,symptoms
What can be the cause of burning sensation in eyes after ICL surgery?,general_info
How can I reduce weight?,general_info
How long should I take Meprate for prolonged spotting?,general_info
Is there any way to treat blurry vision due to dry eyes?,general_info
How to find the date of conception?,general_info
What can be done to treat watery eyes with runny nose in one-year-old?,general_info
Will taking I-pill cause delay in periods?,general_info
Kindly suggest the glasses that can be used while working on laptop.,general_info
Experiencing relapse of severe anxiety since past 3 months. I am 24 weeks pregnant with my first baby.,general_info
Is it advisable to take Dexilant by a GERD patient?,general_info
Please suggest few measures to reduce abnormality in cholesterol.,general_info
There is a white patch behind my baby's ear. Is it curable?,general_info
Will there be any side effect with long-term use of Clobazam?,general_info
What can cause pain and an associated red colored patch?,symptoms
I have calcified meningioma with dizziness and frequent headaches. Please advise.,symptoms
What could cause hearing loss?,general_info
Is it possible to get cold sores due to STD?,general_info
Why is there recurrent pain behind ear lobes?,symptoms
Is it normal to see flashes of light in side vision?,general_info
Why did I get bleeding after taking I-pill?,symptoms
How to make a 7-month-old drink formula milk?,general_info
Why is there some discomfort after using Q-tip?,general_info
Will accidental entry of metal shavings into eyes lead to dry eyes and cataract?,general_info
Why does the top skin of penis not retracting and gets swollen with white discharge?,general_info
Can formula be given to newborn baby for jaundice?,general_info
Am I having bladder irritation or tightening because of Lisdexamfetamine?,general_info
What can be done for thickened spermatic code with trace hydrocele?,general_info
How to remove the excess abdominal fluid in a colon cancer patient?,general_info
Is it normal to have mucus covered stool in a child?,general_info
Is there a way to have a HIV negative baby by a HIV positive male?,general_info
Why am I getting pus filled pimples often?,general_info
What treatment can be done to cure toothache after sinus operation?,symptoms
What is causing muscle pain with tiredness?,symptoms
How can blood in stool be managed?,general_info
What can be done to cure swollen lips due to a fall in a baby?,general_info
Is it safe to have sex a day after periods?,general_info
I am having weird pain in my penis. Please help.,symptoms
Is stroke along with bleeding inside brain worrisome?,symptoms
What can be done to cure joint pain with muscle tenderness?,symptoms
Can I reduce weight by going to gym?,general_info
How can chipped tooth be treated?,general_info
What is the drug of choice for respiratory allergy and throat infection?,medication
What is causing muscle pain with frequent urination?,symptoms
Is it normal for a newborn to have frequent urination with slow increase of body weight?,general_info
"How can constipation, pain, and semi-solid stool be treated?",symptoms
Can high BP cause constant morning palpitations?,general_info
My body is producing lot of male hormones. How do I rectify?,general_info
Is there a permanent solution for itching around groin?,general_info
What are my chances of having CLL based on the blood reports?,general_info
How can I treat the front tooth being lower than other teeth?,general_info
How can damage to neurotransmitters be diagnosed after a stroke?,general_info
Why is there a feeling of something stuck in throat after sinus infection?,general_info
What can be done to control the feeling of emptiness and emotionally drained?,general_info
Is it normal to get orgasm without erection?,general_info
What is causing blurred vision only in sunlight?,general_info
How long should I wait for a sports injury to heal?,general_info
Is endoscopic bariatric surgery safe?,general_info
I am afraid of dentistry. Is there a way to heal my cavity without visiting a dentist?,general_info
I am diagnosed with ruptured eardrum. Is that the reason for my jaw pain and numbness?,symptoms
What is the recommended dosage of Meftal for fever?,symptoms
"Is it possible to repair damaged, frizzy and rough hair?",general_info
What are the significant symptoms and causes of depression?,symptoms
Kindly suggest a treatment for corneal dystrophy.,general_info
Could severe headaches be due to brain damage?,symptoms
Is there something to help itching with a history of hyperthyroidism and abnormal liver test?,general_info
How to induce lactation to breastfeed my adopted baby?,general_info
Does positive RNP indicate RA?,general_info
My daughter's eye was poked with an umbrella. What to do?,general_info
Does trisomy 21 of 1:250 report show high risk?,general_info
Is there a treatment for hair loss on temples from wearing tight braids?,general_info
Small hole in the heart closed by 18 months of age. Is there any chance of future health problem?,general_info
How to manage heavy periods with clots?,general_info
Which procedure should I undergo to increase sperm count?,general_info
Can my stretch marks be cured?,general_info
My Mentzer's index is 21. Will it affect my baby?,general_info
Small rash on the head of penis which itches occasionally. What could it be?,symptoms
What causes sensitive and burning eyes?,general_info
Is it normal to get spotting during fertile period?,general_info
Why am I feeling sick even after three times of blood transfusion?,general_info
Shall I take Septrin forte for prostate infection?,general_info
Is it advisable to get Lasik surgery done for eye power -6?,general_info
Can I take Cifran 500 for mild throat pain and voice hoarseness?,symptoms
Male donor is kell positive. What are the associated risks to the surrogate?,general_info
How can I avoid getting bad smell from foot?,prevention
Is it advisable to take CoAmoxiclav for 14 days to cure tonsillitis?,general_info
What is the reason for pain following a plantar fascia release surgery?,symptoms
How can I gain weight?,general_info
How can nasal blockage with mucus be treated?,general_info
"What does my blood reports taken for fever, sleeplessness and body pain indicate?",symptoms
Kindly advise about growth spurt and height gain in male.,general_info
How can difficulty in mouth opening be treated in a tobacco chewer?,general_info
How to find out if a mole is cancerous or not?,general_info
Why is there burning sensation after passing stools?,general_info
What does my blood report after jaundice indicate?,general_info
Is there a way to control sun-induced headaches while driving?,symptoms
What causes white scaly patches in the back of my throat?,general_info
What is causing chest pain while breathing and movement of right arm?,emergency
Can vision problems be caused due to genetic issues?,general_info
What is the treatment for fracture of fifth metatarsal bone?,general_info
What are my chances of being affected by Barrett's esophagus?,general_info
Can antibiotic affect the outcome of HIV test?,medication
Can scoliosis and neck stiffness cause physical disability?,general_info
"After a biochemical pregnancy, when can I plan my next pregnancy?",general_info
I am doing better with my anti-anxiety drug. Do I need counseling?,medication
I am having bleeding for long time after tooth removal. Why?,symptoms
What is causing raised blood pressure with nausea and dizziness?,general_info
Can hair-in-throat sensation indicate cancer?,general_info
How can loose motion be cured?,general_info
What causes single heart palpitations?,general_info
Will you recommend fusion surgery for disc extrusion?,general_info
Is there a way to treat burning back pain on shoulder blade area?,symptoms
How can I manage itching and burning sensation on my penis?,general_info
Kindly advise how to manage high fasting blood sugar level?,general_info
What is causing decreasing platelet count after a fever episode?,symptoms
Can back injury cause pain in head and neck?,symptoms
What can cause chronic throat irritation?,general_info
Can I take Tadalafil and Bupropion together to conceive?,general_info
What are the chances of a nevus being melanoma?,general_info
What are the ways to treat wisdom tooth eruption pain?,symptoms
Why is my vaginal opening white with itching?,general_info
What makes me sleepy the whole day?,general_info
What can be done to treat gum abscess that is spreading to cheeks?,general_info
What causes sudden white haziness?,general_info
What causes frequent wheezing without any allergy in a baby?,general_info
Will missing anti-virus booster cause rabies after 10 years?,general_info
Is glioblastoma curable?,general_info
One of my moles has raised. Should I get them checked?,general_info
Please suggest something to grow my hair.,general_info
I am having acidity with headache. Please advise.,symptoms
Do I need pacemaker based on my EKG reports?,general_info
Why is my vaginal opening is too loose without any sex?,general_info
What are the recommended procedures to reach brain by a neurosurgeon?,general_info
Does operating the lymph node prevent spread of the cancer?,prevention
What is the treatment for tooth sensitivity and gum recession?,general_info
How can blackheads be treated?,general_info
Will doing gymnastics affect the healing of inflamed shoulders?,general_info
Will my tooth support post after root canal treatment?,general_info
I am pregnant and have UTI. Please help.,general_info
Is there a possibility for an abnormal baby if grandkids of own sisters marry?,general_info
Is it advisable to use laser to remove birthmark?,general_info
I have lower abdomen pain and alarming weight loss. Will it be due to IBS?,symptoms
How to conclude Down's syndrome other than ultrasound scan?,general_info
Please give me some premarital advice.,general_info
What causes pain in leg with tingling sensation?,symptoms
Why am I having tooth pain along with pain during opening my mouth?,symptoms
How important is Folic acid during pregnancy?,general_info
What are the ways to treat blurry vision?,general_info
Will low head position of the fetus lead to preterm labor?,general_info
"What is causing constant eye floaters, low back and hip pain?",symptoms
Are my ECG reports normal?,general_info
What does infantile hereditary optic atrophy mean?,general_info
What causes numbness in fingers with swollen joints?,general_info
Can I travel through flight after nose cauterization?,general_info
Why is there a tiny nodule in cardia?,general_info
Kindly tell me whether sugar level 210 after breakfast is normal or not?,general_info
I am not getting morning erection. Please help.,general_info
What is the spot near the black circle in the eye?,general_info
What is the treatment for throat pain with cough in a child?,symptoms
What can be done for dryness in and around lips after rosacea treatment?,general_info
My sight is still blurry after wearing new glasses. Kindly advise.,general_info
What can be done to treat pain in both upper and lower teeth?,symptoms
Can I use Clofranil during pregnancy?,general_info
What does noncoronary sinus of valsalva prominent in CT scan mean?,general_info
What can be done to relieve muscle pain in fibula?,symptoms
Which eye drop can be used instead of Pred Forte for iritis?,general_info
Will using face blackhead extractor in salon cause HIV or hepatitis?,general_info
Is it fine to have hepatitis B symptoms for a week only?,symptoms
Can STI cause white watery discharge with red swollen vagina?,general_info
Can redness on cheeks be due to something serious?,general_info
Will antibiotics help to improve IBS?,medication
Is it normal to see light and shape of human body even after losing eyesight?,general_info
Full penis penetration causes pain in vagina. Why?,symptoms
Please tell me about the management of depression and anxiety.,general_info
Do heel bone fractures require surgery?,general_info
What can be done for dental abscess after three rounds of root canal treatment?,general_info
Can I take Gaba plus tablet for lower back pain?,medication
What is causing gum swelling and bleeding with bad taste?,symptoms
Kindly suggest me the ways to raise vitamin D level.,general_info
What is causing pain in left abdomen?,symptoms
I have got acromioclavicular joint separation. Will I be able to do pull ups?,general_info
How can large tooth cavity be treated?,general_info
Does anxiety cause hand tremor and shoulder pain?,symptoms
What can cause radiating stomach pain?,symptoms
Is bariatric surgery advisable for the second time?,general_info
Is Mitomycin C necessary for urinary bladder cancer?,general_info
What is the reason for increase in resting heart rate?,general_info
Will neurectomy cause any pain or side-effects?,symptoms
I have long-sightedness. Will lasik cure it?,general_info
Will taking medication cure adult ADHD?,general_info
What are the ways to treat patch due to hair loss?,general_info
Is it advisable to use Silver nitrate to cure granulation with pharyngitis?,general_info
Is mole with large circular area a suspicious one?,general_info
What is the treatment for chronic belching?,general_info
Can myelopathy associated with Hashimoto's be treated?,general_info
What does consistent twitching in lower eyelid indicate?,general_info
Will having sex twice lead to fraternal twins?,general_info
How can I improve my erection?,general_info
What treatment would you suggest seeing this MRI?,general_info
Can Addison's disease be passed on to next generations?,general_info
Will taking Unwanted 72 within four hours of sex prevent pregnancy?,prevention
Will taking laxatives help in relieving constipation?,general_info
Is it advisable to take Toprol 25 for tachycardia?,general_info
What can be done to treat memory and concentration issues with sensation loss?,general_info
How to treat acute diarrhea and vomiting?,symptoms
Is it normal for the eyes to blink when I move my jaws?,general_info
I have twitching in the upper left chest. Is it a matter of concern?,general_info
How can I delay my periods?,general_info
"What is the treatment done for ocular rosacea, blepharitis, and MGD?",medication
Is it necessary to use water during cavity preparation?,general_info
Which medicine can be used to quit smoking?,medication
Can a diabetic patient consume barnyard millet?,general_info
Is it normal to have high RBC and hemoglobin counts with low glycated hemoglobin?,general_info
"Other than veneer, is there any solution to treat brown stains on teeth?",general_info
What is causing a flash while seeing side to side?,general_info
What can cause bloody diarrhea and vomiting?,symptoms
My partner is ignoring me. What should I do?,general_info
Which is the best way to abort pregnancy after C-section?,general_info
Is it advisable to do weight training after laser eye surgery?,general_info
I have decreased level of vitamin B12 with tingling and numbness. Kindly advise.,general_info
Will taking two emergency pills within a week cause delay in periods?,emergency
Is possessiveness a disease?,general_info
Is there any medication available to treat double vision?,general_info
Can ringworm infection cause blisters on fingers?,general_info
My lymph nodes are painful and swollen after atlas adjustment. Please help.,symptoms
Can blushing while getting too much attention be due to mental illness?,general_info
What can be done to get an erection while having sex?,general_info
Is it safe to take Prozac during pregnancy?,general_info
Can pulling out a molar tooth bring a change in facial features?,general_info
Is it true that viral infections during early pregnancy causes autism?,general_info
What causes headache with dizziness and stomach ache?,symptoms
Am I having shortness of breath because of iron deficiency anemia?,general_info
What can be done to cure ulcerative colitis with bleeding before every stool and anemia?,symptoms
Kindly explain the reasons for tinnitus with difficulty in breathing and anxiety.,general_info
Kindly tell me the management for toothache associated with decay.,symptoms
I am taking Levofloxacin for prostatitis. Will this cause any permanent side-effect?,general_info
"Can stress, weight loss or dehydration cause an increase in alkaline phosphatase level?",general_info
Will taking Pause 500 help in controlling heavy periods flow?,general_info
Why is Naproxen not working for my headache?,symptoms
Why is there cold with watery eyes and blocked nose?,general_info
How will a child with autism behave?,general_info
Does high serum creatinine indicate abnormal kidney function?,general_info
What leads to blood with loose stool?,general_info
What is the treatment for redness and itching after bug bite?,general_info
Is it advisable to do yoga after sex to conceive?,general_info
Is it advisable to use lemon juice for pimple?,general_info
What is the treatment available for eye floaters and halos around the lights?,general_info
Is surgical correction important for loose vagina with gap?,general_info
Is colonoscopy necessary for diagnosis of stomach pain with diarrhea?,symptoms
What can be done to treat severe nerve pain between left bum and leg?,symptoms
What are the ways to manage gas formation in stomach?,general_info
What causes numbness in hand and feet for three weeks?,general_info
Can cigarette smoke cause allergy and asthma in baby?,general_info
How can I stop getting big rashes every night which disappears in the morning?,symptoms
How can the symptomless ulcer at the back of penile shaft be treated?,symptoms
Why is there blurred vision after using laptop for long hours?,general_info
I am having tinnitus after hearing a loud noise. Please help.,general_info
Is the red patch on the chin due to rosacea?,general_info
What are the ways to cure pain in eye with mild pressure?,symptoms
How can I treat the skin patches on hand and forehead?,general_info
There is pain in wrists and ankles. Please help.,symptoms
Kindly explain the reasons for missed period.,general_info
Does tilted uterus mean womb shift?,general_info
Will taking Carloc and Cardace for CABG lower BP?,general_info
I have been prescribed with Inderal and Cheer Up. Will I gain weight?,medication
What causes burning and redness in eye with blurred vision?,general_info
When will a patient with paranoid schizophrenia have delusion?,general_info
Is it normal to have abnormal bite for some time soon after waking up in a bruxism patient?,general_info
Is there any way to cure reflux esophagitis?,general_info
My teeth breaks after biting something hard. What can be done?,general_info
How can I close the gaps between teeth after orthodontic treatment?,general_info
What are the symptoms of atrial fibrillation?,symptoms
What is causing back pain in me?,symptoms
Will Plan B work if taken less than an hour after sex?,general_info
What is the treatment available for recurrent pilomatricomas?,general_info
Is fibroscan recommended for a patient with SGOT 40 and SGPT 55.,general_info
Is root canal treatment advisable to cure badly decayed front teeth in a child?,general_info
Kindly guide me about Hashimoto's disease.,general_info
Which eye drop is preservative-free along with contact lens?,general_info
Is there any way to reduce weight after pregnancy?,general_info
Diabetes is not under control even after taking medications. Kindly advise.,general_info
Is there any permanent treatment for toothache related to broken decayed tooth?,symptoms
Why is my digestive system weak with underdeveloped body?,general_info
Is it normal to have nausea and stomach pain after taking Panadol?,symptoms
What can be done to manage continuous headache?,symptoms
Is it normal to have pain in a filled tooth?,symptoms
I take BP medicines. Does my ECG look normal?,medication
How can I lower my raised cholesterol levels?,general_info
"Can sinusitis, dry nose and shivering during winters be prevented?",prevention
What are the ways to increase flexibility?,general_info
What are the ways to strengthen my ankles?,general_info
Kindly explain about splenic hamartoma and left renal angiomylipoma.,general_info
Is there any way to control nervousness and forgetfulness?,general_info
Can candida infection cause bump in penis and difficulty in swallowing after unprotected sex?,general_info
I get a pop in lower back followed by tingling sensation in legs. Please help.,general_info
Why am I vomiting so many times a day during pregnancy?,symptoms
How can strain and pain below the knee after doing exercise be cured?,symptoms
What does Staphylococcus aureus seen in throat swab of URTI patient indicate?,general_info
I have a hard lump on bikini line. Is it something serious?,general_info
Is it normal to have a lot of vaginal discharge?,general_info
Can local anesthesia under sedation be used to decrease pain while suturing?,symptoms
What are the methods to manage oral aversion in a baby?,general_info
Why is there irregular periods with low sex drive after delivery?,general_info
My home pregnancy test is positive but ultrasound shows no pregnancy. Am I pregnant?,general_info
How to confirm HIV?,general_info
Is there any sign of cancer in the MRI neck of my mother?,general_info
My daughter has a bald patch on her head. What condition is this?,general_info
Can there be crawling sensation post penis surgery?,general_info
"I am having sciatica, neuralgia and migraines. Are these due to epidural anesthesia?",general_info
"Is something wrong with my 4-month-old daughter, or am I overreacting?",general_info
Is termination of pregnancy necessary after amniotic fluid leak for 10 days followed by bleeding?,symptoms
"Can frequent urination, thirst, and numbness in feet and hands point towards diabetes?",general_info
What is causing difficulty in breathing with burps and vomiting?,symptoms
What can be done to treat knee pain with pressure on chest?,symptoms
I have got red rashes after taking bath in public pool. Why?,symptoms
"I am suffering from sore throat, tonsil pain, and postnasal drip for three weeks. Please help.",symptoms
There is a hole in root canal treated tooth. Can the filling be done again?,general_info
"Why am I having delayed periods with hot flushes, dizziness and fever?",symptoms
Is it fine to have no toe movement after foot injury while playing?,general_info
Can reducing the dose of Dexamethasone cause liver problem?,medication
How can balanitis and swollen painful vein be treated at home?,symptoms
Should I be concerned about my pelvic scan?,general_info
Should I declare my medical condition to my fiance before marriage?,general_info
I have wart-like growth on my penis. Would it be contagious?,general_info
Is bent penis a normal variation?,general_info
What are the ways to treat disc desiccation with pain in leg?,symptoms
Can high potassium level cause nauseous and numbness feeling?,general_info
What can be done to manage severe and uncomfortable abdominal pain during periods?,symptoms
How can the pain due to erupting wisdom tooth be managed?,symptoms
Is it possible to cure neck pain due to degeneration of cervical spine?,symptoms
Kindly explain any abnormality present in my blood and urine reports.,general_info
I am 16 years old and having 3 degree scoliosis. Will it stop progressing when I grow further?,general_info
What causes balancing problems in a baby?,general_info
Is it safe to switch to Wellbutrin while on Cymbalta?,general_info
What measures can be taken to manage vomiting during travel in a child?,symptoms
What are the medicines available for tricuspid regurgitation and aortic stenosis?,medication
"Will taking Ursodeoxycholic acid, Evion and Metadoxine help in preventing side-effects of drinking?",prevention
What is the yellow powdery discharge from armpit area after waxing?,general_info
What is RAEB? What can it lead to?,general_info
My brother is on Tagrisso and has persistent vomiting while eating grains. Please help.,symptoms
I have enlarged breast and less facial hair. Will it lead to infertility?,general_info
My lipid profile is worrisome. Can it be due to junk food?,general_info
What is the reason for extreme fatigue despite normal blood report?,general_info
Does rise in hepatic enzyme indicate liver disease?,general_info
Am I having hairfall due to excessive use of laptop?,general_info
Will taking Vitamin B12 injections cause any problem?,general_info
How can the white raised ulcer in gums be cured?,general_info
How can itching inside the vagina be treated?,general_info
What does the MRI brain taken for balancing issues indicate?,general_info
What is causing burning pain in penis with yellow colored urine?,symptoms
I am bleeding after 10 months of my delivery and it is severe. Should I expect this?,symptoms
Is it fine to masturbate a day after laser eye surgery?,general_info
I am forgetting spellings of words. Please advise.,general_info
Why is there inability to walk or move after a stroke?,general_info
What can be done for blood while passing stools without pain?,symptoms
I am not able to be patient with my high conflict wife. Please help.,general_info
My one eye is small with nearsightedness. Will it progress to blindness?,general_info
Is the height of a child affected due to adenoids?,general_info
Does delayed speech development mean cerebral palsy?,general_info
What can cause constant fatigue and sporadic body pain?,symptoms
Does ligament laxity occur as a side effect of Sevoflurane?,general_info
Does variation in TMT indicate anything serious?,general_info
My 1-year-old baby has swelling behind her ear with fever. What is that?,symptoms
I am in need of ayurveda treatment for gray hair and hair fall.,general_info
What measure should I take for itchy and crumbled eyelids?,general_info
How can I lower my voice while talking?,general_info
"Can allergic reaction cause bumps on face, neck and fingers?",general_info
How can red rashes on face that increases on eating spicy food be managed?,symptoms
Does shampooing daily and dandruff cause hair fall?,general_info
What can be done to cure premature ejaculation?,general_info
What is the treatment available for left ventricular diastolic dysfunction?,general_info
What is the treatment available for graying of hair and hair fall?,general_info
What can be done to cure pain in a tooth with crown?,symptoms
"My cervical pain radiates to right shoulder, neck, arm and fingers. Please help.",symptoms
Can I have IUD along with birth control pill?,general_info
What does my blood test for excess gas release indicate?,general_info
I noticed peeling skin with itchy white dots on my glans penis. Kindly advise.,general_info
What is the treatment available for throat ulcer?,general_info
Do I compulsorily need a crown after root canal treatment?,general_info
I am a male suffering from infertility. Please advise.,general_info
How soon will relapse occur after stopping bipolar medications?,general_info
Is sudden seizure common in elderly people?,general_info
How to get my hair fall under control?,general_info
Does the amount of blood sample affect the test result?,general_info
Can I use L-Carnitine to reduce weight?,general_info
"Is there any procedure other than braces, to get an adorable smile?",general_info
What are the small bumps on my foreskin?,general_info
What diet can I follow for weakness during post pregnancy?,prevention
I have cold with chest pain and fatigue. Can it be due to pneumonia?,emergency
How long will it take for the palpitations to go away after taking Levothyroxine?,general_info
What is causing facial flushing while eating food?,general_info
I am a high BP and diabetic patient. How to get them under control?,general_info
What are the ways to permanently treat recurrent stye?,general_info
What are the symptoms of sinus headache?,symptoms
I feel tired due to low vitamin D and B12. Can you refer some medicine?,medication
Will Cortisone drops used for corneal herpes cause any harmful effect?,general_info
Is there any way to correct receding gum line?,general_info
What causes radiating lower back pain during sleep?,symptoms
Please explain the exact diagnosis of my condition.,general_info
I have painful swollen gums with ulcers after excessive brushing. Kindly help.,symptoms
Is surgery the only option to treat prostate cancer?,general_info
How to remove a scar caused by scrub?,general_info
Can I combine 7. 5 mg of regular Paxil with Paxil CR for about a week or month?,medication
Will CPAM type 3 lesion with ratio 0. 6 cause any serious problem to the baby?,general_info
What causes pain in throat while singing high notes?,symptoms
What can be done for severe pain in a permanently filled tooth?,symptoms
"Can Xanax cause depression, insomnia, and anxiety?",general_info
What do the itchy bumps on my labia minora indicate?,general_info
What has caused fracture of GIC filling within a month?,general_info
Why am I having diffuse hair fall after taking Finasteride?,general_info
I have frequent urination and tender nipples after unprotected sex. Am I pregnant?,general_info
Will physiotherapy help to treat Erb's palsy?,general_info
Kindly suggest pill to get periods as it is delayed by five days.,general_info
What causes swollen and painful lymph node in the throat?,symptoms
How can stretch marks on belly and legs be treated?,general_info
My persistent heartburn has not healed even after taking medicines for more than 1 month. Why?,medication
What are the ways to improve speaking and swallowing?,general_info
Is it normal to have urine dripping even after UTI treatment?,general_info
Will Hydroquinone and Mometasone cause redness and itching after stopping it?,general_info
Why is HSG test done?,general_info
Are my memory problems due to the long term use of Lamotrigine?,general_info
I have scrotal pain with normal ultrasound results. Please help.,symptoms
How can the penis size be increased?,general_info
Please advise me about the fasting method of detoxification.,general_info
I have regular periods. Can I conceive after a miscarriage?,general_info
What can be done for forgetfulness and low confidence?,general_info
Does chewing sponge indicate any deficiency in a child?,general_info
Why am I not able to hear clearly without hearing aid though my hearing is within range?,general_info
What is the treatment for arm fracture and rib injury?,general_info
Please suggest me the right way to get rid of snore and cough.,symptoms
How is the best Insulin treatment selected for a diabetes patient?,general_info
My nose is always blocked and has mucus. Kindly help.,general_info
How to make the baby have enough breastfeed?,general_info
What are the small red dots that occur frequently on my ankles?,general_info
My face is burnt after using bleach. Please suggest some cream.,general_info
I have dark vision soon after I wake up. What is causing it?,general_info
Why Mantoux test is advised for cough and cold?,symptoms
What can be done for pain with heavy bleeding during or after sex?,symptoms
I am experiencing pain under right nipple. Is this a sign of breast cancer in males?,symptoms
How can the feeling of pressure inside the ear be relieved?,general_info
Is it necessary to get Down's syndrome test done if there is no fetal movement?,general_info
I have eye powers -0. 5 and -0. 75. Should I wear glasses all the time?,general_info
How can wrinkles and dark spots be removed from the neck?,general_info
How can frequent bacterial infection in vagina be treated?,general_info
I have high uric acid with mild pain in all joints. Please help.,symptoms
I have swallowed a square magnet. Please help.,general_info
What are the pink and red patches on the skin of penis?,general_info
Why am I having green bump on penis with two black bumps on it?,general_info
What are the ways to treat ear fungal flakes?,general_info
Which ayurvedic oil can be used for atopic dermatitis?,general_info
Birth control pills taken for regularizing period causing sporadic periods. Why?,general_info
I have uneven tone and swollen eyelids and lips. Why?,general_info
What are the ways to cure cystic acne over cheeks and chin?,general_info
Will taking Citalopram cause QT prolongation?,general_info
What can be done to treat high WBC and RBC with bile sludge?,general_info
How can white bumps on the face be cured?,general_info
Having intercourse during fertile period but failing to get pregnant. Why?,general_info
I have a spot in my face which is spreading. What could it be?,general_info
How long will it take to get cured of lichen planus?,general_info
Do I need emergency care for palpitations due to high stimulant dose?,emergency
I am not clear with the diagnosis of my mother's condition. Please clarify.,general_info
My wife is having heavy menstrual bleeding for 13 days. Please suggest treatment.,symptoms
What can be done to manage discomfort caused due to wisdom tooth eruption?,general_info
"Compared to topical application, how do tablets control acne effectively?",medication
Is it fine to not visualize right internal jugular vein in MRV?,general_info
Is it normal for a chiropractor to crack bones to give relief?,general_info
What can be done to cure coughing up of yellow colored mucus with post-nasal drip?,symptoms
When can blood clot or PE develop?,general_info
What are the tests available to confirm HIV?,general_info
Why do I get tanned easily?,general_info
What does acute cholecystitis with multiple cysts in MRI indicate?,general_info
Will I frequently get genital wart if affected once?,general_info
Does normal liver function test assures negative result of hepatitis B and C?,general_info
Kindly explain about the vesicle like lesions on the penis.,general_info
What are the ways to control anger?,general_info
Why have I got dermatitis after rhinoplasty?,general_info
What does my MRI taken for dizziness and headaches indicate?,symptoms
I have discomfort in urethra after intercourse. Is it STD?,general_info
I need an effective cure for acne.,general_info
"Is the double red line in pregnancy test kit, a confirmation of pregnancy?",general_info
I have single lymph node enlargement. Is this due to cancer?,general_info
Does circumcision cause any negative impact on sexual activity?,general_info
What has caused redness and cut like lesions in groin immediately after sex?,general_info
Does Duphaston delay periods?,general_info
